# Genepanel: Mendeliom Version: 01 Date: 2018-08-09
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	HGNC	Omim gene entry	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
2	65216494	65251000	NM_003038.4	0	+	SLC1A4	10942	600229	SATT,ASCT1	ENSG00000115902	ENST00000234256	65216777	65248280	65216494,65228581,65231086,65237730,65243573,65245204,65245678,65248045	65217304,65228624,65231149,65237897,65243807,65245399,65245813,65251000
2	69240275	69476459	NM_032208.2	0	+	ANTXR1	21014	606410	TEM8,FLJ21776,FLJ10601,ATR	ENSG00000169604	ENST00000303714	69240631	69472617	69240275,69267175,69271873,69297778,69298885,69300153,69302721,69304539,69317990,69329973,69350148,69351696,69379300,69397379,69408917,69409624,69420466,69472356	69240783,69267247,69271945,69297860,69298919,69300233,69302790,69304620,69318051,69330072,69350218,69351775,69379396,69397421,69409013,69409792,69420547,69476459
2	69546900	69614386	NM_002056.3	0	-	GFPT1	4241	138292	GFAT,GFA,GFAT1	ENSG00000198380	ENST00000361060	69553320	69614203	69546900,69554045,69555402,69556428,69556815,69565029,69565576,69569283,69573035,69575302,69577209,69581620,69583627,69585460,69586399,69590676,69597132,69601137,69614196	69553365,69554207,69555570,69556556,69556930,69565187,69565697,69569381,69573131,69575466,69577315,69581700,69583689,69585595,69586458,69590802,69597240,69601245,69614386
2	69623244	69664760	NM_001002755.2	0	-	NFU1	16287	608100	CGI-33,NifU,NIFUC	ENSG00000169599	ENST00000410022	69623377	69664554	69623244,69627495,69633153,69642316,69646669,69650713,69659033,69664492	69623422,69627670,69633214,69642431,69646736,69650849,69659137,69664760
2	70436575	70475925	NM_022173.3	0	-	TIA1	11802	603518		ENSG00000116001	ENST00000433529	70439850	70475562	70436575,70441480,70442502,70443339,70443535,70444017,70451685,70454866,70456190,70456395,70457887,70463210,70475536	70439977,70441626,70442626,70443424,70443631,70444126,70451761,70454954,70456223,70456450,70457986,70463307,70475925
2	71004441	71017775	NM_001004311.3	0	-	FIGLA	24669	608697	bHLHc8	ENSG00000183733	ENST00000332372	71004498	71017770	71004441,71004768,71012546,71014780,71017539	71004514,71004803,71012771,71014933,71017775
2	71162997	71192561	NM_001692.3	0	+	ATP6V1B1	853		VATB,RTA1B,Vma2	ENSG00000116039	ENST00000234396	71163084	71192251	71162997,71170787,71185175,71185462,71186147,71187068,71188050,71188725,71189906,71190291,71190701,71191567,71191865,71192087	71163202,71170843,71185274,71185556,71186225,71187208,71188152,71188823,71190030,71190442,71190784,71191672,71191995,71192561
2	71336805	71357394	NM_032601.3	0	-	MCEE	16732	608419	GLOD2	ENSG00000124370	ENST00000244217	71337099	71357349	71336805,71351335,71357309	71337252,71351673,71357394
2	71680752	71913893	NM_003494.3	0	+	DYSF	3097	603009	FER1L1	ENSG00000135636	ENST00000258104	71681128	71913622	71680752,71708012,71709008,71730343,71738936,71740845,71742752,71743309,71744118,71747307,71747918,71753349,71755427,71762150,71762397,71766286,71776479,71778170,71778736,71780140,71780936,71783094,71788881,71791187,71795080,71795301,71796949,71797358,71797728,71801327,71816722,71817340,71825693,71827831,71828628,71829905,71838374,71838594,71839770,71840463,71871094,71883291,71886007,71887689,71891397,71892291,71894505,71895883,71896241,71896734,71901326,71906186,71908130,71909659,71913583	71681216,71708068,71709100,71730449,71739051,71741051,71742881,71743372,71744169,71747338,71748034,71753476,71755531,71762219,71762441,71766369,71776521,71778286,71778850,71780318,71781061,71783201,71789074,71791343,71795212,71795468,71797064,71797464,71797871,71801501,71816816,71817418,71825875,71827972,71828658,71829935,71838476,71838756,71839936,71840540,71871193,71883420,71886163,71887781,71891568,71892434,71894645,71895972,71896337,71896876,71901426,71906365,71908240,71909807,71913893
2	72356366	72374991	NM_019885.3	0	-	CYP26B1	20581	605207	P450RAI-2	ENSG00000003137	ENST00000001146	72359355	72374963	72356366,72360151,72361889,72362272,72371117,72374759	72359748,72360436,72362045,72362548,72371342,72374991
2	73114511	73119289	NM_003124.4	0	+	SPR	11257	182125	SDR38C1	ENSG00000116096	ENST00000234454	73114561	73118666	73114511,73115442,73118475	73114865,73115733,73119289
2	73612885	73837046	NM_015120.4	0	+	ALMS1	428	606844	KIAA0328	ENSG00000116127	ENST00000264448	73612996	73836739	73612885,73635749,73646250,73649984,73651557,73653580,73659325,73675089,73682288,73716760,73746901,73761950,73777393,73784346,73786098,73799388,73826527,73827804,73828321,73829311,73830367,73835601,73836694	73613320,73635875,73646446,73650102,73652030,73653681,73659419,73681194,73682422,73718625,73747143,73762076,73777564,73784481,73786269,73800551,73826648,73828008,73828563,73829495,73830431,73835701,73837046
2	73956963	73964533	NM_016058.3	0	-	TPRKB	24259	608680	CGI-121,CGI121	ENSG00000144034	ENST00000272424	73957069	73961696	73956963,73957686,73959289,73961555,73964428	73957156,73957863,73959412,73961718,73964533
2	74056113	74094295	NM_006463.4	0	+	STAMBP	16950	606247	AMSH	ENSG00000124356	ENST00000394073	74057983	74089386	74056113,74056531,74057971,74071939,74072293,74074513,74076489,74077502,74086380,74087178,74089329	74056197,74056637,74058186,74072015,74072389,74074880,74076614,74077640,74086493,74087278,74094295
2	74120092	74146780	NM_001615.3	0	+	ACTG2	145	102545	ACTSG	ENSG00000163017	ENST00000345517	74128438	74146702	74120092,74128402,74129486,74135799,74136181,74140611,74141806,74143710,74146558	74120178,74128564,74129615,74135910,74136266,74140773,74141998,74143892,74146780
2	74153952	74186088	NM_080916.2	0	+	DGUOK	2858	601465	dGK	ENSG00000114956	ENST00000264093	74154037	74185863	74153952,74166036,74173845,74177711,74184251,74185272,74185836	74154179,74166149,74174033,74177859,74184367,74185372,74186088
2	74362527	74375039	NM_212552.2	0	-	BOLA3	24415	613183		ENSG00000163170	ENST00000327428	74362719	74375001	74362527,74369398,74372315,74374947	74362785,74369487,74372430,74375039
2	74588280	74607482	NM_004082.4	0	-	DCTN1	2711	601143		ENSG00000204843	ENST00000361874	74588625	74607164	74588280,74589178,74589776,74590120,74590420,74590740,74592201,74592641,74593019,74593370,74593585,74593909,74594171,74594478,74594822,74595097,74595854,74596224,74596426,74597091,74597312,74597592,74597747,74598105,74598663,74600054,74601449,74603868,74604558,74604774,74605126,74607131	74588763,74589268,74589856,74590304,74590554,74590755,74592368,74592784,74593145,74593502,74593747,74594059,74594234,74594547,74594991,74595258,74596007,74596341,74596618,74597196,74597472,74597671,74597952,74598303,74598855,74600075,74601467,74603889,74604593,74604853,74605372,74607482
2	74688183	74692537	NM_006302.2	0	-	MOGS	24862	601336	GCS1,CWH41,DER7	ENSG00000115275	ENST00000233616	74688401	74692374	74688183,74690316,74691622,74692022	74690139,74690513,74691849,74692537
2	74756531	74760683	NM_013247.4	0	+	HTRA2	14348	606441	OMI,PARK13	ENSG00000115317	ENST00000258080	74757133	74760112	74756531,74757743,74758037,74758465,74758723,74758982,74759745,74759946	74757639,74757948,74758232,74758498,74758829,74759052,74759841,74760683
2	84650646	84686586	NM_003849.3	0	-	SUCLG1	11449	611224		ENSG00000163541	ENST00000393868	84650869	84686393	84650646,84652538,84658631,84660475,84668170,84668370,84670407,84676772,84686296	84650896,84652727,84658783,84660559,84668228,84668583,84670524,84676876,84686586
2	85771842	85788657	NM_000821.6	0	-	GGCX	4247	137167	VKCFD1	ENSG00000115486	ENST00000233838	85777056	85788551	85771842,85777677,85778047,85778602,85778934,85779538,85780061,85780354,85781265,85782606,85783304,85785562,85786039,85787937,85788508	85777249,85777873,85778195,85778733,85779104,85779690,85780193,85780620,85781429,85782713,85783383,85785728,85786198,85788108,85788657
2	85884439	85895864	NM_198843.2	0	-	SFTPB	10801	178640	?	ENSG00000168878	ENST00000342375	85888595	85895342	85884439,85888576,85889151,85890468,85890786,85892411,85892728,85893739,85894228,85894801,85895239,85895796	85885978,85888658,85889232,85890614,85890970,85892501,85892917,85893865,85894300,85894929,85895374,85895864
2	85884439	85895864	NM_000542.3	0	-	SFTPB	10801	178640	?	ENSG00000168878	ENST00000342375	85888595	85895342	85884439,85888576,85889151,85890468,85890786,85892411,85892728,85893739,85894228,85894801,85895239,85895796	85886805,85888658,85889232,85890614,85890970,85892501,85892917,85893865,85894300,85894929,85895374,85895864
2	86066270	86116157	NM_003896.3	0	-	ST3GAL5	10872		ST3GalV,SIATGM3S	ENSG00000115525	ENST00000377332	86067266	86116028	86066270,86071518,86073499,86074983,86088303,86090484,86115946	86067515,86071677,86073686,86075327,86088415,86090608,86116157
2	86251568	86333278	NM_015425.4	0	-	POLR1A	17264	616404	DKFZP586M0122,FLJ21915,RPO1-4,RPA1	ENSG00000068654	ENST00000409681	86254545	86332899	86251568,86255007,86255716,86257318,86258452,86259394,86260783,86265822,86266449,86267514,86269011,86270096,86271261,86272400,86272739,86274287,86276006,86276282,86279939,86281262,86292396,86297140,86302152,86304981,86305236,86307938,86308723,86310204,86315688,86315907,86316944,86325733,86327090,86332822	86254646,86255172,86255834,86257519,86258758,86259505,86260910,86265980,86266585,86267682,86269226,86270318,86271427,86272483,86272892,86274386,86276165,86276365,86280123,86281412,86292588,86297395,86302383,86305104,86305407,86308101,86308829,86310291,86315792,86315993,86317052,86325883,86327295,86333278
2	86441119	86564777	NM_022912.2	0	-	REEP1	25786	609139	FLJ13110,SPG31,Yip2a	ENSG00000068615	ENST00000165698	86444222	86564633	86441119,86459747,86479079,86481816,86491087,86509292,86564601	86444233,86459925,86479193,86481937,86491164,86509365,86564777
2	87011727	87018837	NM_001768.6	0	-	CD8A	1706	186910		ENSG00000153563	ENST00000283635	87013042	87017948	87011727,87015652,87016445,87016762,87017450,87017899	87013094,87015683,87016556,87016873,87017804,87018837
2	88856257	88927094	NM_004836.6	0	-	EIF2AK3	3255	604032	PEK,PERK	ENSG00000172071	ENST00000303236	88857253	88926792	88856257,88858434,88861806,88870391,88874183,88876071,88879035,88882947,88885358,88887499,88888278,88889960,88890335,88892789,88894986,88913241,88926484	88857454,88858497,88861908,88870559,88874964,88876221,88879158,88883060,88885579,88887622,88888419,88890123,88890570,88892923,88895181,88913371,88927094
2	88991175	89050452	NM_144563.2	0	+	RPIA	10297	180430		ENSG00000153574	ENST00000283646	88991216	89049595	88991175,88998001,88999526,89028795,89034068,89035185,89036051,89037493,89049497	88991501,88998062,88999582,89028855,89034133,89035254,89036193,89037593,89050452
2	96778622	96781984	NM_000682.6	0	-	ADRA2B	282	104260	ADRARL1	ENSG00000222040	ENST00000409345	96780544	96781888	96778622,96780986	96780986,96781984
2	96915945	96931751	NM_017849.3	0	-	TMEM127	26038	613403	FLJ20507,FLJ22257	ENSG00000135956	ENST00000258439	96919545	96931119	96915945,96920570,96930875,96931606	96919853,96920735,96931250,96931751
2	96940073	96971307	NM_014014.4	0	-	SNRNP200	30859	601664	U5-200KD,HELIC2,KIAA0788,BRR2	ENSG00000144028	ENST00000323853	96940749	96971175	96940073,96940994,96942641,96942818,96943276,96943544,96943974,96944284,96944546,96945188,96947551,96948938,96949272,96949550,96950095,96950917,96952048,96952425,96952743,96953176,96953600,96954400,96954774,96954964,96955536,96956063,96956421,96957129,96957488,96958709,96959053,96961225,96962273,96962670,96963100,96963374,96964021,96964340,96964552,96965066,96966735,96967261,96968896,96970442,96971130	96940893,96941087,96942723,96942979,96943453,96943688,96944096,96944449,96944736,96945297,96947660,96949090,96949451,96949742,96950323,96951078,96952222,96952615,96952898,96953295,96953707,96954484,96954855,96955117,96955734,96956252,96956553,96957240,96957638,96958833,96959247,96961396,96962429,96962808,96963274,96963458,96964158,96964440,96964705,96965165,96966791,96967454,96969068,96970606,96971307
2	97001478	97042833	NM_001281711.1	0	+	NCAPH	1112		CAP-H,hCAP-H	ENSG00000121152	ENST00000240423	97001567	97039089	97001478,97007451,97007787,97008493,97008903,97009842,97017568,97019043,97019920,97024782,97025880,97026325,97030218,97031613,97032994,97034709,97035162,97039029	97001586,97007632,97007878,97008586,97009042,97009967,97017758,97019135,97020126,97024931,97025987,97026448,97030329,97031796,97033111,97034801,97035238,97042833
2	97371666	97405813	NM_030805.3	0	-	LMAN2L	19263	609552	DKFZp564L2423,VIPL	ENSG00000114988	ENST00000264963	97372992	97405777	97371666,97373450,97377392,97377600,97399255,97400145,97403685,97405590	97373135,97373570,97377507,97377762,97399338,97400263,97403804,97405813
2	97426638	97477628	NM_020184.3	0	+	CNNM4	105	607805	KIAA1592	ENSG00000158158	ENST00000377075	97426736	97475254	97426638,97462748,97463249,97464793,97465288,97474297,97475056	97428138,97462892,97463384,97464963,97465385,97474479,97477628
2	98330030	98356323	NM_001079.3	0	+	ZAP70	12858	176947	ZAP-70,STD	ENSG00000115085	ENST00000264972	98340499	98355961	98330030,98330378,98340478,98341554,98349345,98349587,98349759,98350006,98350982,98351712,98353935,98354219,98354457,98355837	98330137,98330457,98340901,98341715,98349484,98349675,98349806,98350058,98351175,98351919,98354128,98354360,98354570,98356323
2	98703594	98929410	NM_144992.4	0	+	VWA3B	28385	614884	DKFZp686F2227,MGC26733	ENSG00000168658	ENST00000477737	98709555	98928812	98703594,98709523,98732114,98735975,98737761,98744701,98750286,98779313,98797478,98804437,98809360,98810823,98828392,98834308,98844664,98846512,98851110,98852852,98853036,98866780,98872586,98887144,98906973,98914369,98916541,98920164,98928281,98928662	98703826,98709751,98732209,98736226,98737921,98744871,98750402,98779439,98797675,98804592,98809499,98810955,98828491,98834491,98844795,98846670,98851230,98852940,98853193,98866899,98872637,98887346,98907085,98914494,98916679,98920265,98928495,98929410
2	98962617	99015064	NM_001298.2	0	+	CNGA3	2150	600053	CCNC1,CCNCa,CNG3	ENSG00000144191	ENST00000393504	98986438	99013718	98962617,98986401,98994149,98996637,98999850,99006120,99008326,99012306	98962997,98986539,98994263,98996817,98999904,99006237,99008433,99015064
2	99061320	99207496	NM_001134224.1	0	+	INPP4A	6074	600916		ENSG00000040933	ENST00000074304	99136511	99204071	99061320,99135426,99136408,99137149,99149839,99152191,99152591,99154325,99155353,99155990,99160339,99162431,99163048,99165417,99169248,99170733,99172015,99175925,99179927,99181102,99182102,99182491,99185033,99189277,99193451,99203938	99061548,99135488,99136617,99137194,99149958,99152308,99152671,99154437,99155444,99156138,99160470,99162536,99163157,99165432,99169432,99170952,99172271,99175958,99180100,99181226,99182229,99182632,99185131,99189390,99193606,99207496
2	99215785	99224981	NM_001008215.2	0	-	COA5	33848	613920	MGC52110,FLJ27524,Pet191	ENSG00000183513	ENST00000328709	99217214	99224868	99215785,99220570,99224769	99217256,99220654,99224981
2	99771417	99779613	NM_145199.2	0	+	LIPT1	29569	610284	MGC12290,MGC13378	ENSG00000144182	ENST00000393471	99778420	99779542	99771417,99778419	99771514,99779613
2	100163715	100759037	NM_002285.2	0	-	AFF3	6473		MLLT2-like	ENSG00000144218	ENST00000317233	100167935	100720916	100163715,100170772,100171144,100175336,100176826,100181948,100185313,100194788,100199259,100203615,100209656,100217896,100266087,100288999,100343538,100360565,100368682,100453938,100623093,100623609,100625273,100720863,100721965,100758945	100168057,100170996,100171194,100175430,100176898,100182085,100185377,100194913,100199461,100203740,100210751,100218083,100266128,100289051,100343590,100360602,100368763,100453986,100623479,100623922,100625394,100720980,100722045,100759037
2	108602969	108630443	NM_021815.4	0	+	SLC5A7	14025	608761	hCHT,CHT1	ENSG00000115665	ENST00000264047	108604611	108627317	108602969,108604560,108608561,108609427,108614293,108618352,108622504,108624920,108626687	108603219,108604789,108608675,108609583,108614442,108618496,108622658,108625138,108630443
2	109335936	109402267	NM_006267.4	0	+	RANBP2	9848	601181	NUP358,ADANE	ENSG00000153201	ENST00000283195	109336062	109400357	109335936,109345587,109347229,109347777,109351987,109352559,109356944,109363166,109365375,109367719,109367983,109368326,109369453,109369881,109370280,109371360,109371631,109374868,109378556,109379692,109388156,109388944,109389323,109392187,109393585,109397724,109398583,109398983,109400051	109336134,109345655,109347341,109347930,109352218,109352705,109357137,109363254,109365585,109367901,109368159,109368450,109369615,109370019,109370427,109371540,109371715,109375004,109378651,109384844,109388327,109389037,109389502,109392392,109393687,109397885,109398857,109399318,109402267
2	109510926	109605828	NM_022336.3	0	-	EDAR	2895	604095	ED5,EDA3,Edar,ED1R,EDA1R	ENSG00000135960	ENST00000258443	109513362	109547470	109510926,109522763,109524315,109526915,109527231,109527402,109529133,109539823,109545653,109546575,109547419,109605415	109513685,109522824,109524475,109526988,109527306,109527528,109529220,109539909,109545835,109546698,109547488,109605828
2	110880913	110962639	NM_000272.3	0	-	NPHP1	7905	607100	JBTS4,SLSN1	ENSG00000144061	ENST00000393272	110881367	110962545	110880913,110883213,110886762,110889255,110901118,110902069,110904329,110905492,110907758,110917703,110919179,110920624,110922096,110922628,110926028,110927382,110935999,110937200,110958997,110962476	110881640,110883258,110886836,110889368,110901218,110902146,110904412,110905603,110907833,110917832,110919274,110920712,110922307,110922732,110926130,110927575,110936124,110937261,110959071,110962639
2	111395274	111435684	NM_004336.4	0	-	BUB1	1148	602452	hBUB1,BUB1A	ENSG00000169679	ENST00000302759	111395540	111435572	111395274,111397318,111398610,111398883,111399218,111399695,111406810,111408122,111411012,111413315,111414612,111415122,111415986,111416190,111417554,111419158,111423839,111425097,111425373,111427029,111428101,111430237,111431662,111431882,111435546	111395736,111397425,111398782,111399041,111399380,111399811,111406954,111408361,111411100,111413493,111414694,111415222,111416097,111416319,111417613,111419418,111423991,111425282,111425426,111427130,111428145,111430434,111431801,111431942,111435684
2	112656190	112786945	NM_006343.2	0	+	MERTK	7027	604705	mer,RP38,c-Eyk,Tyro12	ENSG00000153208	ENST00000421804	112656312	112786441	112656190,112686696,112702536,112704970,112722767,112725713,112732865,112740418,112751827,112754899,112758777,112760668,112761480,112765959,112767524,112776989,112778998,112779834,112785927	112656373,112687117,112702637,112705144,112722854,112725829,112733049,112740570,112751981,112755053,112758863,112760764,112761561,112766052,112767643,112777099,112779158,112779971,112786945
2	113493926	113522254	NM_152515.4	0	-	CKAP2L	26877	616174	FLJ40629,radmis	ENSG00000169607	ENST00000302450	113496399	113522175	113493926,113498394,113500282,113503996,113509843,113513553,113518289,113520079,113522138	113496625,113498584,113500346,113504152,113510051,113514791,113518341,113520146,113522254
2	113816684	113822320	NM_012275.2	0	+	IL36RN	15561	605507	FIL1,FIL1(DELTA),FIL1D,IL1HY1,IL1RP3,IL1L1,IL-1F5,IL36RA,MGC29840	ENSG00000136695	ENST00000393200	113817015	113820254	113816684,113816988,113818428,113819700,113820029	113816818,113817044,113818514,113819828,113822320
2	113875469	113891593	NM_173841.2	0	+	IL1RN	6000	147679	IL1RA,ICIL-1RA,IL1F3,IRAP,IL-1RN,MGC10430	ENSG00000136689	ENST00000259206	113875595	113890448	113875469,113877642,113885265,113887152,113888621,113890232	113875605,113877705,113885317,113887241,113888734,113891593
2	113973573	114036498	NM_003466.3	0	-	PAX8	8622	167415		ENSG00000125618	ENST00000429538	113976109	114035971	113973573,113977668,113984731,113992970,113994177,113999127,113999584,114000266,114002003,114004330,114035946,114036407	113976186,113977755,113984833,113993159,113994298,113999303,113999707,114000355,114002201,114004496,114036046,114036498
2	119981383	120023227	NM_001008410.1	0	+	STEAP3	24592	609671	TSAP6,dudlin-2,STMP3	ENSG00000115107	ENST00000393108	120003072	120020914	119981383,120003064,120005254,120012259,120020632	119981464,120003564,120005782,120012424,120023227
2	121554866	121750229	NM_005270.4	0	+	GLI2	4318	165230	THP2,HPE9,THP1	ENSG00000074047	ENST00000361492	121554896	121748251	121554866,121684936,121708818,121712820,121726289,121727968,121729516,121732499,121736009,121740291,121742046,121743853,121745783	121555044,121685042,121709021,121713006,121726491,121728182,121729639,121732685,121736159,121740456,121742319,121744190,121750229
2	127805598	127864903	NM_139343.2	0	-	BIN1	1052	601248	SH3P9,AMPH2	ENSG00000136717	ENST00000316724	127806101	127864519	127805598,127807996,127808377,127808729,127809830,127810997,127811480,127815048,127816586,127819690,127821146,127821508,127825738,127826499,127827570,127828128,127828337,127834201,127864435	127806209,127808098,127808488,127808819,127809938,127811021,127811588,127815177,127816731,127819773,127821222,127821594,127825831,127826607,127827666,127828223,127828392,127834282,127864903
2	128014865	128051752	NM_000122.1	0	-	ERCC3	3435	133510	XPB,BTF2,RAD25,TFIIH,GTF2H	ENSG00000163161	ENST00000285398	128015171	128051657	128014865,128016871,128018803,128028911,128030440,128036748,128038022,128044278,128046235,128046912,128047264,128047799,128050185,128051088,128051629	128015303,128017024,128018922,128029029,128030537,128036951,128038207,128044593,128046440,128047077,128047400,128047849,128050422,128051294,128051752
2	128175995	128186822	NM_000312.3	0	+	PROC	9451	612283		ENSG00000115718	ENST00000234071	128177518	128186522	128175995,128177497,128178858,128180492,128180609,128180849,128183660,128184680,128185932	128176068,128177588,128179025,128180517,128180747,128180984,128183803,128184798,128186822
2	128395995	128439360	NM_001161404.1	0	-	LIMS2	16084	607908	PINCH2,PINCH-2	ENSG00000072163	ENST00000410011	128396855	128415132	128395995,128397644,128397844,128398470,128399623,128400497,128411997,128412403,128414976,128438893	128397003,128397720,128397893,128398563,128399774,128400647,128412118,128412470,128415136,128439360
2	129023053	129076171	NM_004807.2	0	-	HS6ST1	5201	604846		ENSG00000136720	ENST00000259241	129025735	129076137	129023053,129075610	129026444,129076171
2	131095505	131099956	NM_032357.3	0	-	CCDC115	28178	613734	MGC12981,FLJ30131,ccp1	ENSG00000136710	ENST00000259229	131096692	131099698	131095505,131098480,131099239,131099413,131099587	131096805,131098612,131099322,131099517,131099956
2	131349737	131357148	NM_032545.3	0	-	CFC1	18292	605194	CRYPTIC	ENSG00000136698	ENST00000259216	131350449	131356860	131349737,131355066,131355440,131356214,131356482,131356837	131350649,131355176,131355555,131356388,131356532,131357148
2	135809834	135928279	NM_012233.2	0	+	RAB3GAP1	17063	602536	RAB3GAP,KIAA0066,RAB3GAP130,WARBM1	ENSG00000115839	ENST00000264158	135809877	135926351	135809834,135809999,135815580,135848567,135851184,135870720,135872785,135878388,135881734,135883750,135884152,135887564,135888121,135890464,135891430,135892834,135893133,135907938,135911218,135920124,135920317,135920555,135922163,135926114	135809895,135810055,135815656,135848700,135851263,135870840,135872951,135878488,135881816,135883819,135884226,135887657,135888291,135890554,135891603,135892889,135893502,135908076,135911446,135920221,135920421,135920671,135922266,135928279
2	136545409	136594750	NM_002299.3	0	-	LCT	6530	603202		ENSG00000115850	ENST00000264162	136545893	136594739	136545409,136547140,136548227,136552210,136555598,136558176,136561499,136562336,136564697,136566012,136569880,136574910,136579589,136581470,136587162,136590680,136594099	136546114,136547368,136548451,136552345,136555708,136558379,136561698,136562627,136564966,136567563,136570526,136575631,136579668,136581573,136587246,136590760,136594750
2	136597195	136634047	NM_005915.5	0	-	MCM6	6949	601806	Mis5	ENSG00000076003	ENST00000264156	136598404	136633935	136597195,136602114,136603806,136605622,136608971,136610356,136614297,136615466,136616870,136620176,136622582,136623701,136624132,136626180,136627820,136630266,136633828	136598521,136602254,136603962,136605758,136609133,136610485,136614453,136615574,136617012,136620318,136622733,136623847,136624298,136626430,136627931,136630413,136634047
2	136663450	136743254	NM_001349.3	0	-	DARS	2678	603084		ENSG00000115866	ENST00000264161	136664885	136743038	136663450,136668708,136668951,136670055,136672038,136673795,136678022,136680353,136681956,136690352,136691479,136700947,136718965,136736843,136740966,136742972	136664977,136668780,136669063,136670136,136672081,136673942,136678170,136680488,136682068,136690412,136691560,136701050,136719068,136736936,136741024,136743254
2	136871918	136875725	NM_003467.2	0	-	CXCR4	2561	162643	LESTR,NPY3R,HM89,NPYY3R,D2S201E,fusin,HSY3RR,NPYR,CD184	ENSG00000121966	ENST00000241393	136872438	136875630	136871918,136875615	136873482,136875725
2	138721807	138773934	NM_006895.2	0	+	HNMT	5028	605238		ENSG00000150540	ENST00000280097	138722061	138771700	138721807,138727734,138758487,138759633,138762701,138771344	138722198,138727787,138758595,138759764,138762795,138773934
2	143635194	143799885	NM_003937.2	0	+	KYNU	6469	605197		ENSG00000115919	ENST00000264170	143642936	143799741	143635194,143642917,143676177,143685227,143712378,143713771,143715209,143718192,143742652,143743516,143787195,143790804,143797996,143799615	143635305,143643105,143676298,143685310,143712440,143713843,143715284,143718339,143742751,143743590,143787248,143790890,143798227,143799885
2	145141941	145277958	NM_014795.3	0	-	ZEB2	14881	605802	KIAA0569,SIP-1,SIP1	ENSG00000169554	ENST00000558170	145147017	145274917	145141941,145153978,145155867,145158765,145161482,145162402,145182362,145187335,145274844,145277505	145147595,145154159,145157837,145158874,145161697,145162591,145182434,145187593,145274986,145277958
2	148687965	148778329	NM_002552.4	0	-	ORC4	8490	603056	HsORC4,Orc4p	ENSG00000115947	ENST00000392857	148693078	148733527	148687965,148695714,148695866,148696708,148701004,148705619,148709941,148712915,148715866,148716359,148730307,148731016,148733470,148778176	148693267,148695782,148695962,148696817,148701091,148705793,148710093,148712964,148715952,148716435,148730398,148731093,148733544,148778329
2	148778579	149271044	NM_018328.4	0	+	MBD5	20444	611472	FLJ11113,KIAA1461	ENSG00000204406	ENST00000407073	149216327	149270510	148778579,148779216,148936268,148990813,149099782,149215771,149220150,149221307,149225909,149240678,149243310,149246954,149260004,149267628,149270438	148778615,148779253,148936362,148990964,149099905,149216440,149220253,149221488,149228030,149241005,149243519,149248163,149260078,149267704,149271044
2	149632791	149883273	NM_004522.2	0	+	KIF5C	6325	604593		ENSG00000168280	ENST00000414838	149633186	149868190	149632791,149679705,149686849,149793797,149798123,149798448,149799186,149803412,149806352,149806827,149818484,149829849,149835435,149837868,149840133,149847523,149850934,149853777,149854913,149856936,149857235,149861906,149864476,149866648,149868083,149879591	149633312,149679796,149686923,149793902,149798172,149798504,149799274,149803537,149806457,149806976,149818633,149830025,149835504,149838075,149840280,149847712,149851052,149853854,149855023,149857038,149857296,149861978,149864581,149866865,149868197,149883273
2	150426146	150444330	NM_015702.2	0	-	MMADHC	25221	611935	CL25022,cblD	ENSG00000168288	ENST00000303319	150426487	150443611	150426146,150427598,150432224,150432950,150435944,150438640,150443602,150444177	150426682,150427685,150432355,150433056,150436162,150438785,150443663,150444330
