# Gene panel: Ciliopati-v6 -- Date: 2021-09-22
#chromosome	txStart	txEnd	refseq	source	score	strand	geneSymbol	HGNC	OMIM gene entry	geneAlias	inheritance	cdsStart	cdsEnd	exonStarts	exonEnds
17	36046433	36105050	NM_000458.4	MANE select	0	-	HNF1B	11630	189907	.	AD	36047374	36104875	36046433,36059081,36060987,36064923,36070510,36091585,36093549,36099430,36104531	36047395,36059200,36061182,36065056,36070671,36091821,36093814,36099630,36105050
17	42977096	42982758	NM_213607.3	MANE select	0	+	CCDC103	32700	614677	FLJ13094,FLJ34211,PR46b,CILD17	AR	42978366	42980185	42977096,42978357,42978887,42979732	42977227,42978509,42979020,42982758
17	56282801	56296616	NM_017777.4	MANE select	0	-	MKS1	7121	609883	FLJ20345,POC12,BBS13	AR	56283439	56296591	56282801,56283643,56283825,56284445,56285254,56285465,56285873,56288019,56288340,56289738,56290342,56291125,56291619,56292101,56293448,56294026,56295980,56296511	56283531,56283741,56283908,56284579,56285362,56285535,56285944,56288085,56288383,56289795,56290451,56291230,56291748,56292199,56293604,56294097,56296090,56296616
17	6327057	6338441	NM_014336.5	MANE select	0	-	AIPL1	359	604392		AR	6328779	6338424	6327057,6329934,6330200,6331637,6337238,6338328	6329150,6330076,6330377,6331826,6337418,6338441
17	72270372	72311023	NM_023036.6	MANE select	0	+	DNAI2	18744	605483	CILD9,DIC2	AR	72277956	72310355	72270372,72277945,72281178,72283115,72285732,72287158,72295856,72297184,72301357,72305391,72306155,72308141,72310259,72310727	72270484,72278139,72281340,72283237,72285875,72287272,72295996,72297307,72301581,72305527,72306302,72308369,72310410,72311023
17	72912174	72919350	NM_173477.5	MANE select	0	-	USH1G	16356	607696	Sans,FLJ33924,ANKS4A	AR	72914167	72919168	72912174,72915548,72919004	72914171,72916766,72919350
17	78010440	78074412	NM_017950.4	MANE select	0	+	CCDC40	26090	613799	FLJ20753,KIAA1640,FLJ32021,CILD15,FAP172,CFAP172	AR	78010461	78073574	78010440,78011921,78013610,78021077,78022381,78023704,78023862,78032292,78032656,78039283,78055344,78055674,78058541,78059801,78061405,78061809,78063562,78069061,78071043,78073325	78010490,78011985,78014069,78021201,78022560,78023788,78024082,78032450,78032779,78039405,78055588,78055857,78058787,78060015,78061575,78061901,78063683,78069250,78071202,78074412
17	7905932	7923660	NM_000180.4	MANE select	0	+	GUCY2D	4689	600179	retGC,RETGC-1,ROS-GC1,CYGD,LCA1	AD/AR	7906365	7919848	7905932,7906356,7907169,7909680,7910377,7910743,7911248,7912823,7915461,7915767,7916420,7917197,7917918,7918176,7918645,7919060,7919244,7919522,7919760,7923445	7906052,7907086,7907474,7910032,7910462,7910846,7911350,7912904,7915668,7915924,7916570,7917346,7918082,7918369,7918820,7919159,7919339,7919608,7919872,7923660
18	47753563	47792865	NM_145020.5	MANE select	0	-	CFAP53	26530	614759	FLJ32743	AR	47753750	47792774	47753563,47764972,47769269,47777127,47777850,47787433,47788359,47792705	47753979,47765075,47769486,47777346,47778154,47787607,47788589,47792865
19	11531272	11545942	NM_145045.5	MANE select	0	-	ODAD3	28303	0	MGC20983,ODA10	AR	11531502	11545837	11531272,11531795,11532344,11533138,11533368,11534545,11536963,11537265,11537502,11537692,11541518,11541718,11545593	11531615,11531880,11532500,11533295,11533529,11534698,11537086,11537391,11537604,11537860,11541596,11541840,11545942
19	41860321	41870054	NM_030578.4	MANE select	0	-	B9D2	28636	611951	MGC4093,MKS10,MKSR-2	AR	41860604	41869424	41860321,41863801,41869336,41869862	41860918,41863927,41869428,41870054
19	48325193	48346581	NM_000554.6	MANE select	0	+	CRX	2383	602225	CRD,LCA7,OTX3	AD	48337700	48343224	48325193,48337665,48339499,48342576	48325267,48337800,48339651,48346581
19	48799718	48825228	NM_001364171.2	MANE select	0	-	ODAD1	26560	0	FLJ32926,CILD20	AR	48800232	48823625	48799718,48800846,48801256,48801433,48805950,48806269,48806906,48807209,48809512,48814809,48815250,48821643,48821969,48823555,48824028,48824934	48800775,48800925,48801354,48801597,48806119,48806352,48807041,48807397,48809580,48814923,48815373,48821833,48822069,48823648,48824068,48825228
19	55670032	55677981	NM_001256715.2	MANE select	0	-	DNAAF3	30492	614566	FLJ40069,FLJ36139,PF22,PCD	AR	55670429	55677781	55670032,55670900,55671266,55672007,55672432,55672660,55673010,55673500,55676737,55677225,55677696,55677890	55670817,55670975,55671381,55672143,55672555,55672786,55673193,55673658,55676831,55677368,55677785,55677981
2	110880924	110962590	NM_001128178.3	MANE select	0	-	NPHP1	7905	607100	JBTS4,SLSN1	AR	110881367	110962545	110880924,110883213,110886762,110889255,110901118,110902069,110904329,110905492,110907758,110917703,110919179,110920624,110922264,110922628,110926028,110927382,110935999,110937200,110958997,110962476	110881640,110883258,110886836,110889368,110901218,110902146,110904412,110905603,110907833,110917832,110919274,110920712,110922307,110922732,110926130,110927575,110936124,110937261,110959071,110962590
2	166729871	166810286	NM_024753.5	MANE select	0	-	TTC21B	25660	612014	FLJ11457,JBTS11,NPHP12,IFT139B,THM1,FAP60,FLA17	AD/AR	166731264	166810215	166729871,166732674,166737188,166740303,166744788,166746988,166747347,166755195,166756279,166758231,166764187,166767836,166769023,166770083,166771710,166773766,166775785,166781058,166785644,166786159,166786681,166788267,166789482,166797536,166799728,166802033,166805903,166806104,166810194	166731342,166732742,166737309,166740528,166744984,166747150,166747498,166755277,166756390,166758420,166764294,166767975,166769134,166770156,166771949,166773991,166775943,166781188,166785845,166786257,166786874,166788366,166789567,166797694,166799851,166802200,166806014,166806234,166810286
2	170336003	170363165	NM_152384.3	MANE select	0	+	BBS5	970	603650	DKFZp762I194	AR	170336063	170361092	170336003,170338760,170343578,170344315,170344496,170349383,170350250,170354136,170355995,170359604,170360812,170360990	170336122,170338843,170343644,170344365,170344624,170349519,170350346,170354199,170356130,170359688,170360836,170363165
2	20110028	20189866	NM_020779.4	MANE select	0	-	WDR35	29250	613602	MGC33196,KIAA1336,IFT121,IFTA1,FAP118	AR	20113318	20189776	20110028,20113797,20130156,20131029,20132043,20133161,20135231,20135979,20137503,20138025,20141519,20145546,20146221,20147924,20151175,20153594,20160314,20166484,20169240,20173323,20174228,20175290,20178511,20180451,20182223,20188925,20189752	20113469,20114038,20130313,20131170,20132208,20133272,20135364,20136126,20137707,20138162,20141600,20145757,20146331,20147978,20151245,20153739,20160375,20166670,20169366,20173469,20174394,20175424,20178640,20180544,20182295,20189043,20189866
2	202484908	202508226	NM_001044385.3	MANE select	0	-	TMEM237	14432	614423	JBTS14	AR	202488977	202508123	202484908,202490748,202492043,202492798,202493952,202494451,202496773,202498033,202501470,202503711,202505615,202508081	202489045,202490870,202492137,202492872,202494144,202494575,202496931,202498154,202501608,202503773,202505647,202508226
2	232597142	232645992	NM_002601.4	MANE select	0	-	PDE6D	8788	602676	JBTS22	AR	232597661	232645824	232597142,232601896,232602722,232603809,232645774	232597743,232602002,232602848,232603898,232645992
2	233630511	233641275	NM_002242.4	MANE select	0	-	KCNJ13	6259	603208	Kir7.1,Kir1.4,LCA16	AD/AR	233632900	233636072	233630511,233635612,233641154	233633523,233636088,233641275
2	26624787	26679579	NM_145038.5	MANE select	0	+	DRC1	24245	615288	MGC16372,FLJ32660,CILD21	AR	26624857	26679385	26624787,26637211,26644155,26647138,26652495,26653653,26654751,26663245,26667089,26667583,26671558,26672863,26673459,26676187,26677514,26677998,26679328	26625012,26637299,26644268,26647322,26652633,26653740,26654874,26663385,26667224,26667816,26671671,26672953,26673549,26676417,26677658,26678101,26679579
2	27667243	27712610	NM_015662.3	MANE select	0	-	IFT172	30391	607386	SLB,wim,osm-1,NPHP17,BBS20	AR	27667298	27712520	27667243,27667880,27668162,27668611,27668795,27669126,27670381,27670678,27671781,27672160,27672365,27672557,27672864,27676250,27676496,27676848,27677220,27677433,27679377,27680505,27680707,27680992,27681645,27682244,27682575,27683881,27684135,27684625,27685567,27685963,27688277,27688612,27693794,27695116,27699507,27700083,27700425,27700861,27702375,27702892,27703912,27706155,27706446,27706738,27707093,27707884,27708226,27712481	27667388,27667972,27668316,27668710,27668855,27669222,27670501,27670789,27671898,27672247,27672429,27672667,27672963,27676380,27676606,27677029,27677285,27677527,27679520,27680622,27680843,27681090,27681735,27682389,27682696,27683960,27684384,27684703,27685660,27686048,27688385,27688749,27693962,27695229,27699593,27700187,27700479,27701023,27702471,27703016,27704127,27706243,27706526,27706804,27707133,27707997,27708370,27712610
2	29284560	29297389	NM_001029883.3	MANE select	0	-	PCARE	34383	613425	FLJ34931,RP54	AR	29287734	29297127	29284560,29293459	29287933,29297389
2	44001177	44037149	NM_016008.4	MANE select	0	+	DYNC2LI1	24595	617083	D2LIC,LIC3,CGI-60,DKFZP564A033	AR	44001277	44036906	44001177,44003920,44010658,44014319,44016771,44021595,44023028,44023856,44027979,44028777,44031780,44032292,44036843	44001285,44004038,44010693,44014389,44016860,44021782,44023097,44023934,44028056,44028848,44031878,44032385,44037149
2	63346693	63815611	NM_015910.7	MANE select	0	-	WDPCP	28027	613580	hFrtz,fritz,BBS15,CPLANE5	AD	63349140	63815405	63346693,63380048,63380629,63401804,63486441,63540382,63605520,63609040,63631182,63660878,63664554,63666890,63711737,63712050,63713675,63714580,63719989,63815330	63349191,63380080,63380709,63401967,63486544,63540446,63605644,63609229,63631792,63661070,63664688,63667005,63711797,63712121,63713720,63714628,63720074,63815611
2	73612963	73837043	NM_001378454.1	MANE select	0	+	ALMS1	428	606844	KIAA0328	AR	73612996	73836739	73612963,73635749,73646250,73649984,73651557,73653580,73659325,73675089,73682288,73716760,73746901,73761950,73777393,73784346,73786098,73799388,73826527,73827804,73828321,73829311,73830367,73835601,73836694	73613320,73635875,73646446,73650102,73652030,73653681,73659419,73681194,73682422,73718625,73747143,73762076,73777564,73784481,73786269,73800551,73826648,73828008,73828563,73829495,73830431,73835701,73837043
20	10381656	10414870	NM_170784.3	MANE select	0	-	MKKS	7108	604896		AR	10385894	10394162	10381656,10388263,10389275,10393177,10401175,10414755	10386335,10388374,10389451,10394579,10401406,10414870
20	42219576	42275939	NM_016004.5	MANE select	0	+	IFT52	15901	617094	CGI-53,NGD5,dJ1028D15.1,NGD2	AR	42223338	42275623	42219576,42223332,42225074,42232399,42232822,42233641,42242489,42247579,42249496,42252530,42264565,42265784,42271118,42275575	42219694,42223457,42225162,42232529,42232898,42233713,42242616,42247666,42249565,42252685,42264653,42265893,42271264,42275939
21	33971664	33984687	NM_021254.4	MANE select	0	-	CFAP298	1301	615494	FLJ20467,FBB18,CILD26,Kur	AR	33974172	33984553	33971664,33974581,33975470,33976434,33979958,33982147,33984414	33974283,33974677,33975602,33976593,33980026,33982315,33984687
21	43892596	43916334	NM_080860.4	MANE select	0	-	RSPH1	12371	609314	FLJ32753,RSP44,RSPH10A,CILD24	AR	43892927	43916296	43892596,43896007,43897400,43902746,43905778,43906480,43912867,43913075,43916242	43892980,43896157,43897554,43902818,43905914,43906571,43912973,43913189,43916334
22	37154254	37172163	NM_001177701.3	MANE select	0	-	IFT27	18626	615870	RAYL,BBS19,FAP156	AR	37154354	37171751	37154254,37158947,37159962,37162181,37163349,37163826,37171717	37154453,37159057,37160080,37162241,37163409,37163906,37172163
22	41253151	41328819	NM_022098.4	MANE select	0	+	XPNPEP3	28052	613553	APP3,NPHPL1,ICP55	AR	41253185	41322439	41253151,41265002,41277773,41282316,41303590,41305125,41310242,41318336,41320365,41322272	41253249,41265119,41278181,41282519,41303653,41305239,41310328,41318517,41320486,41328819
22	46067713	46241187	NM_013236.4	MANE select	0	+	ATXN10	10549	611150	E46L,FLJ37990	AD	46067943	46239551	46067713,46085591,46088875,46096161,46098568,46114292,46125304,46134610,46136248,46202838,46238870,46239548	46068059,46085783,46088958,46096258,46098727,46114373,46125470,46134719,46136418,46202902,46239058,46241187
3	121488607	121553907	NM_001023570.4	MANE select	0	-	IQCB1	28949	609237	KIAA0036,NPHP5,SLSN5	AR	121489191	121547807	121488607,121491403,121500589,121507130,121508919,121514303,121515964,121518042,121526190,121527762,121544897,121547316,121547707,121553237,121553812	121489421,121491560,121500721,121507279,121509062,121514413,121516074,121518221,121526290,121527856,121545027,121547479,121547819,121553326,121553907
3	129159066	129239350	NM_052989.3	MANE select	0	+	IFT122	13556	606045	WDR140,WDR10p,SPG,FAP80	AR	129159173	129239108	129159066,129168713,129170756,129177441,129180070,129182402,129183477,129185732,129188184,129195157,129195505,129196858,129198627,129200372,129202327,129207099,129210983,129214288,129218744,129221553,129223161,129225251,129226510,129231154,129233231,129234330,129236311,129237949,129238410,129239018	129159214,129168780,129170841,129177520,129180147,129182469,129183624,129185909,129188260,129195349,129195644,129197061,129198765,129200537,129202525,129207240,129211037,129214450,129218911,129221725,129223264,129225392,129226605,129231255,129233397,129234442,129236437,129238029,129238575,129239350
3	132399452	132441253	NM_153240.5	MANE select	0	-	NPHP3	7907	608002	NPH3,KIAA2000,FLJ30691,FLJ36696,MKS7,SLSN3,CFAP31	AR	132400753	132441199	132399452,132401546,132402242,132403397,132405103,132405994,132407493,132407917,132409371,132410035,132411497,132413670,132415574,132416103,132418196,132418761,132419177,132420273,132423041,132424583,132426944,132431969,132433928,132435600,132437837,132438548,132440806	132400934,132401662,132402368,132403638,132405231,132406070,132407735,132408107,132409494,132410130,132411662,132413809,132415657,132416206,132418294,132418905,132419292,132420377,132423215,132424658,132427101,132432130,132434062,132435753,132437988,132438674,132441253
3	150644353	150690514	NM_174878.3	MANE select	0	-	CLRN1	12605	606397		AD/AR	150645722	150690495	150644353,150659368,150690242	150645988,150659548,150690514
3	159974773	160117013	NM_020800.3	MANE select	0	-	IFT80	29262	611177	KIAA1374,FAP167	AR	159976312	160102388	159974773,159986200,159995093,159995368,159996980,159998454,160000265,160003591,160018670,160021702,160025450,160037547,160073800,160075276,160083830,160093599,160095217,160099290,160102349,160116933	159976423,159986324,159995266,159995458,159997152,159998602,160000401,160003656,160018834,160021777,160025569,160037727,160073938,160075366,160083940,160093668,160095328,160099510,160102434,160117013
3	180331795	180397277	NM_181426.2	MANE select	0	-	CCDC39	25244	613798	DKFZp434A128,CILD14,FAP59,CFAP59	AR	180332708	180397168	180331795,180334068,180334303,180334613,180337046,180337598,180349256,180359780,180361907,180364866,180365952,180369188,180369950,180372549,180377239,180377464,180378357,180379648,180381654,180397078	180332865,180334151,180334483,180334754,180337153,180337758,180349380,180359989,180362045,180365031,180366147,180369321,180370054,180372741,180377368,180377557,180378516,180379795,180381774,180397277
3	38495380	38534633	NM_001106.4	MANE select	0	+	ACVR2B	174	602730	ActR-IIB	AD	38495813	38524823	38495380,38518777,38519351,38519631,38519865,38520618,38521168,38522841,38523688,38523920,38524628	38495865,38518985,38519461,38519783,38520009,38520762,38521317,38522956,38523827,38524051,38534633
3	45864809	45883611	NM_020347.4	MANE select	0	-	LZTFL1	6741	606568	BBS17	AR	45867805	45883483	45864809,45868847,45869930,45872404,45872564,45874541,45875729,45877081,45879418,45883480	45867824,45868951,45870107,45872482,45872630,45874613,45875790,45877276,45879543,45883611
3	50378543	50383163	NM_015896.4	MANE select	0	-	ZMYND10	19412	607070	BLU,CILD22,DNAAF7	AR	50378840	50383010	50378543,50379004,50379240,50379445,50379827,50380348,50380548,50380737,50380993,50381164,50382554,50382918	50378916,50379130,50379362,50379571,50380000,50380449,50380637,50380875,50381047,50381281,50382663,50383163
3	93698998	93774522	NM_001174150.2	MANE select	0	+	ARL13B	25419	608922	DKFZp761H079,JBTS8	AR	93699267	93772107	93698998,93714717,93722502,93754174,93755395,93758723,93761858,93768249,93769667,93772030	93699326,93714788,93722752,93754280,93755598,93758832,93762084,93768366,93769736,93774522
3	97483601	97520073	NM_001278293.3	MANE select	0	+	ARL6	13210	608845	RP55	AR	97486951	97516893	97483601,97486924,97499002,97499458,97503798,97506833,97510614,97516867	97483821,97487074,97499064,97499527,97503893,97506963,97510670,97520073
3	9975517	9987090	NM_001077415.3	MANE select	0	+	CRELD1	14630	607170	CIRRIN	AD	9976122	9986263	9975517,9976103,9976518,9979245,9979698,9982533,9982794,9984496,9984760,9985064,9986048	9975604,9976296,9976601,9979356,9979790,9982710,9982890,9984580,9984856,9985199,9987090
4	122745483	122791629	NM_176824.3	MANE select	0	-	BBS7	18758	607590	FLJ10715,BBS2L1	AR	122747014	122791468	122745483,122749300,122749556,122749773,122754385,122756298,122760785,122765081,122766658,122768558,122769998,122774110,122775858,122776643,122780146,122782658,122784371,122789135,122791432	122747148,122749424,122749660,122749883,122754550,122756438,122760851,122765156,122766851,122768661,122770083,122774241,122775975,122776716,122780333,122782834,122784434,122789201,122791629
4	123653858	123666094	NM_152618.3	MANE select	0	+	BBS12	26648	610683	FLJ35630,FLJ41559	AR	123663047	123665180	123653858,123663037	123654039,123666094
4	15471505	15603174	NM_001378615.1	MANE select	0	+	CC2D2A	29253	612013	KIAA1345,MKS6,JBTS9	AR	15477556	15603048	15471505,15477538,15480346,15482327,15504051,15504444,15511761,15512869,15516329,15517490,15518247,15529069,15530242,15534815,15538542,15539521,15542459,15552446,15554780,15556694,15558926,15560787,15562153,15564977,15568999,15569299,15570915,15572020,15575772,15581590,15587779,15589438,15591167,15597707,15599029,15601151,15602859	15471681,15477595,15480430,15482451,15504140,15504546,15511863,15513046,15516492,15517627,15518379,15529279,15530349,15534956,15538699,15539760,15542637,15552603,15554928,15556833,15559130,15560880,15562245,15565145,15569105,15569409,15571012,15572119,15575949,15581794,15587869,15589552,15591302,15597830,15599088,15601329,15603174
4	155665151	155674272	NM_004744.5	MANE select	0	+	LRAT	6685	604863	LCA14	AR	155665478	155670288	155665151,155665477,155670135	155665374,155666018,155674272
4	170313959	170533734	NM_001199397.3	MANE select	0	-	NEK1	7744	604588	NY-REN-55,KIAA1901	AD	170315660	170523781	170313959,170321375,170321671,170322802,170327746,170345703,170347296,170354695,170359233,170384393,170398274,170398582,170400553,170428187,170428865,170429398,170429919,170458959,170476870,170477082,170482630,170482837,170482982,170483287,170498078,170501992,170506499,170508709,170509799,170510597,170511876,170520250,170523158,170523664,170533170,170533372	170315674,170321508,170321802,170323011,170327898,170345951,170347385,170354816,170359410,170384546,170398503,170398648,170400685,170428283,170428943,170429482,170430003,170459062,170477002,170477246,170482705,170482888,170483042,170483347,170498230,170502053,170506700,170508764,170509886,170510665,170511960,170520348,170523255,170523829,170533294,170533734
4	39184148	39287430	NM_025132.4	MANE select	0	+	WDR19	18340	608151	Pwdmp,KIAA1638,FLJ23127,ORF26,DYF-2,Oseg6,IFT144,NPHP13,FAP66	AR	39184177	39280270	39184148,39187345,39188158,39191275,39196163,39201097,39205261,39206773,39207182,39216220,39217460,39217715,39218753,39219602,39226503,39229829,39230105,39233416,39233781,39236385,39241896,39245867,39246089,39246988,39254765,39255525,39257467,39259105,39267682,39269614,39271595,39274599,39276427,39278639,39279750,39280158,39287106	39184183,39187437,39188224,39191401,39196279,39201213,39205342,39206886,39207356,39216291,39217633,39217830,39218860,39219725,39226653,39229977,39230310,39233576,39233892,39236495,39241954,39246008,39246172,39247072,39254912,39255650,39257580,39259174,39267760,39269711,39271720,39274681,39276578,39278763,39279827,39280283,39287430
4	5564165	5710286	NM_147127.5	MANE select	0	-	EVC2	19747	607261	LBN	AD/AR	5564574	5710240	5564165,5566984,5570170,5576411,5577966,5586349,5617148,5620204,5624263,5627475,5630285,5633519,5642240,5664833,5667241,5682986,5687096,5690883,5692991,5696061,5699319,5710012	5564842,5567086,5570367,5576499,5578181,5586577,5617271,5620409,5624718,5627635,5630461,5633759,5642565,5664973,5667376,5683040,5687206,5691070,5693060,5696228,5699374,5710286
4	5712927	5816032	NM_153717.3	MANE select	0	+	EVC	3497	604831	DWF-1,EVC1	AD	5713107	5812764	5712927,5720974,5731033,5733151,5735077,5743442,5746930,5749874,5754562,5755511,5757990,5785278,5795334,5798748,5800312,5803676,5806456,5809927,5811244,5812065,5812679	5713281,5721100,5731117,5733384,5735162,5743541,5747068,5750033,5754779,5755660,5758089,5785491,5795444,5798959,5800519,5803821,5806568,5810054,5811338,5812177,5816032
5	122680585	122759097	NM_001375405.1	MANE select	0	-	CEP120	26690	613446	FLJ36090	AR	122682212	122758692	122680585,122685637,122700189,122708343,122713067,122714029,122717804,122718430,122718679,122720644,122722211,122724125,122725617,122726803,122728993,122734829,122748092,122751703,122754052,122758643	122682447,122685783,122700288,122708466,122713229,122714122,122717894,122718583,122718776,122720827,122722361,122724300,122725834,122727031,122729191,122734978,122748234,122751818,122754209,122759097
5	13690437	13944797	NM_001369.3	MANE select	0	-	DNAH5	2950	603335	Dnahc5,HL1,PCD,CILD3,KTGNR	AR	13692092	13944547	13690437,13700748,13701392,13708231,13714513,13716595,13717423,13718990,13721108,13727615,13729547,13735239,13735926,13737360,13751186,13752242,13753341,13754311,13758954,13762830,13766084,13769068,13769609,13770857,13776547,13777310,13780937,13786287,13788824,13792102,13793623,13794044,13807699,13809152,13810167,13811755,13814713,13817656,13820454,13823371,13824307,13829618,13830134,13830705,13839464,13841014,13841800,13844945,13850760,13859560,13862656,13864505,13865776,13866328,13867882,13870875,13871672,13876792,13882836,13883012,13885097,13886072,13891084,13894758,13900314,13901360,13902161,13911494,13913851,13914628,13916456,13917251,13919284,13920588,13922215,13923388,13928202,13931218,13944490	13692244,13700980,13701545,13708444,13714729,13716799,13717629,13719210,13721354,13727765,13729669,13735430,13736041,13737604,13751369,13752398,13753658,13754447,13759092,13763010,13766288,13769245,13769724,13771089,13776815,13777464,13781068,13786460,13789023,13792326,13793837,13794167,13807834,13809295,13810369,13811932,13814955,13817803,13820608,13823479,13824442,13829813,13830322,13830884,13839637,13841239,13842013,13845102,13850924,13859714,13862856,13864746,13866015,13866391,13868101,13871111,13871874,13876926,13882924,13883203,13885337,13886238,13891230,13894930,13900521,13901682,13902247,13911602,13914067,13914751,13916564,13917365,13919461,13920726,13922437,13923549,13928287,13931353,13944797
5	37106336	37249478	NM_001384732.1	MANE select	0	-	CPLANE1	25801	614571	FLJ13231,JBTS17,Hug	AR	37107703	37247800	37106336,37108394,37115061,37120317,37121718,37122531,37125345,37138821,37139441,37142411,37148282,37153841,37157414,37157771,37158325,37162566,37164374,37165640,37167148,37168892,37170142,37173856,37176010,37177722,37179462,37180118,37180958,37182861,37184889,37186387,37187515,37187834,37195959,37198803,37201692,37205416,37206298,37213660,37221425,37224354,37224633,37226405,37227344,37227669,37230968,37238958,37239814,37243114,37244476,37245580,37245811,37247719,37249346	37107880,37108573,37115151,37120442,37121886,37122590,37125511,37138950,37139472,37142582,37148370,37154095,37157522,37157970,37158447,37162668,37164429,37165773,37167315,37169663,37170433,37174049,37176088,37177802,37179545,37180285,37181107,37183801,37185181,37186496,37187674,37187944,37196098,37198968,37201910,37205556,37206527,37213834,37221590,37224435,37224842,37227175,37227494,37227919,37231151,37239062,37239971,37243221,37244709,37245700,37245947,37247847,37249478
5	54515391	54523143	NM_001190787.3	MANE select	0	-	MCIDAS	40050	614086	MCI,IDAS	AR	54516193	54522966	54515391,54516843,54518003,54518778,54522403,54522662,54522846	54516634,54516954,54518227,54518851,54522495,54522759,54523143
5	54526980	54529436	NM_021147.5	MANE select	0	-	CCNO	18576	607752	UDG2,FLJ22422,UNG2	AR	54527202	54529351	54526980,54528188,54528970	54527688,54528374,54529436
5	89854613	90460254	NM_032119.4	MANE select	0	+	ADGRV1	17416	602851	DKFZp761P0710,KIAA0686,FEB4,VLGR1	AD/AR	89854712	90459717	89854613,89910651,89913620,89914902,89918413,89920946,89923027,89924378,89925026,89930930,89933541,89938452,89938672,89939619,89940522,89941784,89943314,89947420,89948162,89949025,89953721,89968362,89969870,89971059,89971896,89975365,89977131,89979402,89981596,89985677,89986613,89988421,89989706,89992753,89999481,90000205,90001216,90002047,90004632,90006797,90007000,90008103,90012283,90015864,90016751,90020648,90020902,90021365,90024485,90025458,90040862,90041407,90046367,90049390,90050799,90052270,90052795,90055225,90059121,90070002,90072269,90073721,90074243,90074681,90077246,90078940,90079654,90083887,90085518,90086689,90098555,90101100,90103418,90106049,90111435,90119241,90124760,90136394,90144453,90149100,90149878,90151557,90159573,90261231,90281160,90368263,90398035,90445846,90449037,90459598	89854734,89910836,89913770,89914998,89918518,89921060,89923593,89924649,89925356,89931107,89933765,89938579,89938858,89939800,89940686,89941908,89943581,89947547,89948380,89949769,89954095,89968539,89970051,89971262,89972026,89975446,89977271,89980012,89981812,89985893,89986858,89988603,89990518,89992963,89999612,90000305,90001396,90002211,90004726,90006876,90007139,90008245,90012546,90016040,90016876,90020806,90021049,90021473,90024750,90025581,90041082,90041612,90046514,90049646,90051002,90052447,90052978,90055405,90059286,90070120,90072393,90073860,90074426,90074914,90077395,90079142,90079874,90084127,90085668,90087163,90098699,90101275,90103554,90107155,90111553,90119413,90125003,90136802,90144638,90149350,90150018,90151718,90159674,90261348,90281339,90368421,90398157,90446038,90449215,90460254
6	116937641	116954148	NM_001010892.3	MANE select	0	+	RSPH4A	21558	612647	dJ412I7.1,FLJ37974,RSPH6B,CILD11	AR	116937786	116953604	116937641,116943930,116948791,116950729,116951597,116953369	116938472,116944165,116949532,116950865,116951715,116954148
6	135604670	135818878	NM_001134831.2	MANE select	0	-	AHI1	21575	608894	FLJ20069,ORF1,JBTS3	AR	135606782	135813375	135604670,135611560,135621637,135639656,135644299,135679269,135715913,135726088,135732485,135748304,135749766,135751019,135752345,135754164,135759512,135763719,135768145,135769427,135774478,135776871,135778631,135784262,135786951,135788718,135811760,135813365,135816951,135818325,135818720	135606785,135611663,135621696,135639754,135644462,135679325,135716034,135726115,135732682,135748445,135749897,135751138,135752452,135754394,135759636,135763852,135768298,135769613,135774574,135777064,135778851,135784444,135787511,135788772,135811885,135813429,135817036,135818387,135818878
6	159393902	159421234	NM_031924.8	MANE select	0	-	RSPH3	21054	615876	dJ111C20.1,RSP3	AR	159398569	159420582	159393902,159399291,159401805,159403516,159404693,159407311,159414870,159420466	159398880,159399378,159401968,159403720,159404839,159407453,159414958,159421234
6	24171982	24358287	NM_016356.5	MANE select	0	-	DCDC2	18141	605755	RU2,KIAA1154,DCDC2A,NPHP19	AR	24174957	24357978	24171982,24178557,24205229,24278276,24289079,24291159,24301942,24302195,24353796,24357685	24175062,24178860,24205330,24278439,24289134,24291306,24302074,24302272,24353851,24358287
6	35465650	35480673	NM_003322.6	MANE select	0	-	TULP1	12423	602280	TUBL1,LCA15	AR	35466103	35480635	35465650,35467757,35471335,35471513,35473517,35473779,35474050,35476985,35477410,35477603,35478637,35479424,35479956,35480415,35480588	35466237,35467929,35471434,35471625,35473630,35473950,35474056,35477089,35477527,35477705,35478787,35479583,35480047,35480467,35480673
6	42664335	42690335	NM_000322.5	MANE select	0	-	PRPH2	9942	179605	TSPAN22,rd2,CACD2	AD/AR	42666032	42690072	42664335,42672102,42689491	42666245,42672349,42690335
6	43612772	43640337	NM_152732.5	MANE select	0	+	RSPH9	21057	612648	FLJ30845,CILD12	AR	43612835	43638686	43612772,43618111,43623298,43624313,43638525	43613062,43618277,43623428,43624460,43640337
